Jmag,Hmag,Ksmag,3.6mag,4.5mag,5.8mag,8.0mag,24mag,AKs,alpha,Cl
NaN,15.85,15.17,14.16,13.47,12.75,11.18,7.37,0,0.56,II
12.79,10.92,9.69,8.39,7.73,7.14,6.42,2.76,1,-0.58,II
15.18,14.24,13.37,12.45,11.87,11.69,11.26,6.75,0,-1.55,II
9.39,8.15,7.29,5.8,5.12,4.45,3.61,NaN,0.35,-0.32,II
8.98,8.81,8.52,7.99,7.76,7.66,NaN,NaN,0,NaN,II
9.28,9.11,8.65,7.81,7.5,7.07,6.34,3.7,0,-1.13,II
12.26,10.92,10.04,8.78,8.3,7.81,7.32,4.54,0.48,-1.15,II
NaN,NaN,15.02,14.24,13.93,13.49,12.67,NaN,NaN,-1.01,II
11.07,10.39,10.06,9.35,9,8.6,7.87,5.71,0,-1.14,II
14.46,13.69,13.17,12.72,12.62,12.2,10.93,7.51,0,-0.76,II*
NaN,NaN,NaN,15.54,14.41,14,NaN,6.08,NaN,NaN,I*
NaN,NaN,NaN,14.41,13.4,12.55,11.28,8.18,NaN,0.71,I
NaN,14.67,12.21,9.74,8.7,7.73,6.61,1.96,2.27,0.76,I
16.67,12.8,9.96,5.83,4.96,4.12,3.35,NaN,2.69,0.01,I
NaN,NaN,15.1,9.79,7.58,6.15,4.84,NaN,NaN,2.74,I
NaN,NaN,NaN,13.7,12.13,11.17,10.37,5.82,NaN,0.89,I
15.26,12.93,11.53,9.88,8.94,8.12,7.24,3.67,1.57,0.18,I
14.29,13.03,12.34,11.59,11.31,11.08,10.34,7.09,0.54,-1.42,II
NaN,NaN,NaN,14.22,13.48,12.9,12,8.76,NaN,-0.32,II
14.44,13.09,12.37,11.04,10.35,9.84,9.06,5.77,0.65,-0.6,II
NaN,15.6,14.78,13.91,13.46,12.99,12.31,NaN,0.23,-0.99,II
14.28,12.79,11.65,10.38,9.65,9.11,8.21,4.66,0.48,-0.38,II
15.29,13.85,13.08,12.33,12.02,11.55,10.92,8.49,0.74,-1.19,II
NaN,NaN,NaN,13.72,12.54,11.9,11.13,NaN,NaN,0.04,II
NaN,NaN,NaN,13.74,13.22,12.72,11.64,NaN,NaN,-0.44,II
15.96,14.14,13.19,12.03,11.45,10.9,10.02,NaN,1.17,-0.54,II
NaN,NaN,NaN,14.24,13.48,12.84,11.9,NaN,NaN,-0.17,II
NaN,16.12,14.67,13.8,13.26,12.71,11.98,NaN,1.45,-0.74,II
13.54,12.17,11.3,10.05,9.56,9.05,8.44,5.27,0.57,-0.97,II
NaN,NaN,NaN,14.2,13.48,12.9,11.88,8.33,NaN,-0.2,II
16.79,15.24,14.38,12.84,12.23,11.7,11.01,NaN,0.85,-0.74,II
11.55,10.41,9.59,8.82,8.39,7.93,7.25,3.5,0.24,-1.03,II
14.61,13.39,12.83,12.28,11.95,11.71,11.29,8.88,0.59,-1.72,II
16.84,14.6,13.41,12.27,11.72,11.29,10.55,8.25,1.63,-0.89,II
16.02,14.32,13.21,13.17,12.57,11.84,10.61,6.93,0.85,0.1,II
16.05,15.08,14.17,13.57,13.22,13.1,12.66,NaN,0,-1.85,II
14.48,13.4,13.03,12.58,12.34,11.95,11.22,NaN,0.51,-1.26,II
15.28,14.37,13.88,13.47,13.22,12.93,12,8.45,0.17,-1.17,II
NaN,15.62,14.84,13.82,13.41,12.98,12.24,NaN,0.24,-1.02,II
15.41,14.48,13.97,13.74,13.55,13.23,11.99,8.19,0.19,-0.83,II
14.21,13.2,12.83,12.56,12.45,11.93,10.77,7.03,0.44,-0.73,II*
14.75,12.44,10.59,8.88,7.92,6.93,5.76,2.03,1.14,0.75,I
NaN,15.54,14.01,12.47,11.35,10.5,9.56,5.46,0,0.46,I
16.1,14.57,13.41,11.9,11.02,10.18,9.07,2.69,0.55,0.39,I
NaN,NaN,NaN,12.47,11.13,10.2,9.28,4.96,NaN,0.77,I
NaN,NaN,NaN,13.9,12.33,11.4,10.68,NaN,NaN,0.77,I
NaN,NaN,NaN,14.15,12.38,11.38,10.75,NaN,NaN,0.97,I
NaN,NaN,NaN,11.25,9.66,8.53,7.26,2.07,NaN,1.67,I
15.99,14.97,14.32,13.79,13.47,13.12,12.57,9.71,0.19,-1.43,II
16.37,14.09,12.35,10.35,9.68,9.03,8.26,4.41,1.2,-0.44,II
NaN,15.84,14.77,13.31,12.78,12.27,11.48,8.26,0.56,-0.75,II
15.84,14.57,14.07,13.84,13.49,13.25,12.23,NaN,0.71,-1.04,II
NaN,NaN,NaN,14.61,13.66,12.73,11.75,8.91,NaN,0.45,II
14.32,12.66,11.53,10.29,9.55,NaN,NaN,NaN,0.78,NaN,II
NaN,NaN,15.25,14.01,13.4,12.81,11.98,8.87,NaN,-0.51,II
16.18,14.31,13,11.19,10.53,9.87,9.17,NaN,0.94,-0.51,II
NaN,15.06,14.56,13.24,12.73,12.2,11.5,NaN,0,-0.83,II
11.56,10.74,10.28,7.87,7.16,6.55,5.7,2.6,0.04,-0.36,II
12.72,11.48,10.73,9.51,8.8,8.14,7.29,NaN,0.45,-0.29,II
14.41,13.43,12.91,11.87,11.33,NaN,NaN,NaN,0.25,NaN,II
15.18,14.17,13.8,12.9,12.39,11.72,10.68,NaN,0.44,-0.26,II
NaN,NaN,NaN,13.55,12.93,12.42,11.53,NaN,NaN,-0.55,II
14.93,13.83,13.34,12.5,12.05,11.75,11.14,8.27,0.46,-1.31,II
15.54,14.48,13.97,13.55,13.26,12.99,12.26,8.13,0.38,-1.37,II
NaN,NaN,NaN,13,11.6,10.56,9.42,4.93,NaN,1.21,I
NaN,NaN,14.34,13.04,11.15,10.27,8.99,2.04,NaN,1.63,I
16.5,15.04,13.83,12.54,11.7,10.9,9.85,4.07,0.37,0.24,I
15.92,14.43,13.69,12.87,12.38,11.96,11.11,8.86,0.87,-0.84,II
NaN,15.59,14.41,13.47,12.98,12.58,11.92,8.73,0.98,-1.07,II
NaN,15.54,14.32,12.98,12.29,11.65,10.76,7.35,0.45,-0.3,II
NaN,NaN,14.21,12.38,11.72,11.22,10.66,7.88,NaN,-0.88,II
14.18,12.81,12.2,11.51,11.16,10.69,9.84,6.44,0.79,-0.91,II
15.62,14.71,14.01,13.5,13.3,13.05,12.48,NaN,0,-1.67,II
15.19,14.29,13.85,13.35,13.01,12.62,11.86,9.39,0.19,-1.12,II
14.28,13.3,12.74,12.08,11.75,11.39,10.64,8.15,0.22,-1.18,II
NaN,NaN,15.13,14.14,13.58,13.02,12.07,NaN,NaN,-0.46,II
16.81,14.82,13.39,11.14,10.48,9.95,9.37,7.02,1.01,-0.82,II
13.56,12.62,12.12,11.2,10.74,10.36,9.72,NaN,0.21,-1.16,II
16.69,14.74,13.55,11.31,10.6,10.02,9.13,4.81,1.18,-0.36,II
NaN,15.73,13.8,12.08,11.32,10.84,10.33,NaN,1.89,-0.87,II
14.87,13.32,12.37,11.24,10.63,10.03,9.32,NaN,0.76,-0.63,II
14.68,13.62,13.05,12.09,11.72,11.33,10.56,7.4,0.32,-1.09,II
14.26,13.22,12.72,12.28,11.87,11.3,10.16,5.97,0.37,-0.39,II
16.15,14.93,14.14,12.45,11.84,11.31,10.59,7.6,0.38,-0.7,II
16.8,15.54,14.8,14.01,13.77,13.36,12.8,NaN,0.49,-1.42,II
13.03,11.79,10.95,9.68,9.24,8.89,8.27,5.78,0.39,-1.24,II
16.37,15.22,14.7,13.93,13.56,13.11,12.47,NaN,0.52,-1.15,II
16.55,15.53,15.08,14.57,14.24,14.04,13.08,NaN,0.37,-1.18,II
14.36,13.18,12.52,11.69,11.4,11.16,10.54,NaN,0.44,-1.54,II
NaN,15.52,14.24,13.19,12.7,12.34,11.7,8.67,1.22,-1.15,II
NaN,NaN,NaN,NaN,9.12,8.29,8.01,2.76,NaN,NaN,I*
NaN,NaN,NaN,14.89,13.09,12.52,12.19,5.21,NaN,0.07,I*
NaN,NaN,NaN,15.77,14,NaN,NaN,5.4,NaN,NaN,I*
NaN,NaN,NaN,NaN,13.31,NaN,NaN,6.21,NaN,NaN,I*
NaN,NaN,NaN,NaN,14.18,NaN,12.01,6.32,NaN,NaN,I*
NaN,NaN,NaN,NaN,12.92,11.6,NaN,1.63,NaN,NaN,I*
14.26,12.86,12.08,NaN,11.12,NaN,10.26,5.4,0.67,NaN,I*
NaN,NaN,NaN,13.62,NaN,11.92,NaN,4.74,NaN,NaN,I*
NaN,NaN,13.96,11.1,9.83,8.88,8.16,2.93,NaN,0.5,I
NaN,NaN,NaN,12.11,10.84,10,9.34,NaN,NaN,0.28,I
NaN,NaN,NaN,12.14,10.25,9.37,8.8,NaN,NaN,0.85,I
NaN,NaN,NaN,14.44,13.65,12.85,11.81,NaN,NaN,0.18,I
NaN,15.25,12.56,10.15,9.2,8.47,7.84,NaN,3.06,-0.21,I
NaN,NaN,NaN,14.68,13.27,12.35,11.47,NaN,NaN,0.78,I
16.12,14.14,12.29,10.35,9.53,8.81,7.96,3.37,0.62,-0.1,I
NaN,NaN,13.61,9.95,8.62,7.47,6.62,NaN,NaN,0.98,I
14.6,12.46,11.23,9.64,8.93,8.11,6.56,NaN,1.42,0.69,I
NaN,NaN,NaN,7.59,6.22,5.41,3.76,NaN,NaN,1.43,I
NaN,NaN,9.89,7.99,6.68,5.58,3.25,NaN,NaN,2.53,I
15.96,13.29,11.19,9.28,8.04,7.14,5.97,NaN,1.47,0.89,I
NaN,14.82,12.99,11.08,10.1,9.18,8.06,3.96,0.95,0.62,I
NaN,15.17,13.54,11.7,10.83,10.41,NaN,NaN,0.83,NaN,I
NaN,15.44,13.48,10.44,9.22,8.45,7.03,NaN,0.5,0.98,I
13.79,12.32,11.38,9.64,8.84,8.05,7.05,3.41,0.65,0.13,I
NaN,NaN,NaN,11.37,10.08,8.88,8,4.39,NaN,1.05,I
15.19,13.36,11.89,9.95,8.87,7.99,6.89,3.24,0.73,0.63,I
NaN,NaN,NaN,14.07,13.15,12.22,11.1,NaN,NaN,0.57,I
16.15,14.25,13,11.01,10.19,9.24,8.57,NaN,1.04,0.01,I
16.83,15.32,13.85,12.12,11.15,10.34,9.76,4.79,0.22,-0.13,I
14.56,12.7,11.55,10.19,9.28,8.37,7.5,3.65,1.06,0.26,I
NaN,NaN,NaN,14.91,13.66,12.52,11.3,5.37,NaN,1.3,I
NaN,NaN,NaN,15.39,13.41,12.1,10.97,6.42,NaN,2.16,I
NaN,NaN,NaN,14.86,13.59,12.55,11.38,NaN,NaN,1.12,I
NaN,15.17,13.42,11.19,10.15,9.39,8.65,5.26,0.57,0.03,I
14.59,13.53,13.05,12.3,11.94,11.58,11.08,NaN,0.41,-1.43,II
14.92,13.56,12.76,12.26,11.74,11.24,10.28,NaN,0.6,-0.58,II
13.55,12.51,11.96,11.45,11.14,10.86,9.95,5.83,0.32,-1.14,II
15.07,13.87,13.11,12.22,11.79,11.53,10.88,7.76,0.39,-1.33,II
15.23,13.86,12.85,10.98,10.53,10.22,9.51,6.57,0.41,-1.19,II
15.06,13.53,12.66,11.29,10.8,10.42,9.55,6.54,0.81,-0.86,II
15.23,13.67,13.05,12.14,11.39,11.31,10.3,NaN,1.01,-0.88,II
14.87,13.54,12.79,12.05,11.76,11.51,10.91,8.15,0.6,-1.54,II
13.27,12.02,11.28,10.44,10.01,9.69,9.07,6.72,0.47,-1.28,II
14.98,13.94,13.45,12.85,12.52,12.18,11.4,NaN,0.39,-1.19,II
14.23,13.12,12.55,11.92,11.48,11.07,10.27,NaN,0.41,-0.96,II
15.59,14.15,13.35,12.49,12.07,11.62,10.77,NaN,0.74,-0.86,II
17.11,15.06,13.54,11.88,11.24,10.77,NaN,NaN,1.04,NaN,II
NaN,NaN,NaN,14.37,13.36,12.47,11.51,8.6,NaN,0.44,II
NaN,14.65,12.63,11.07,10.36,9.76,9.1,NaN,2.28,-0.58,II
15.81,13.99,12.88,11.87,11.36,11.1,NaN,NaN,1.05,NaN,II
16.88,14.53,13.22,11.88,11.38,10.81,10.15,NaN,1.69,-0.83,II
14.03,13.01,12.45,11.91,11.61,11.31,10.77,NaN,0.28,-1.53,II
14.24,12.96,12.2,10.93,10.45,9.97,9.08,NaN,0.5,-0.72,II
15.78,13.87,12.96,11.52,10.89,10.21,9.36,NaN,1.37,-0.34,II
NaN,15.91,14.44,13.25,12.69,12.12,11.28,NaN,1.41,-0.56,II
12.39,11.35,10.69,9.83,9.44,9.07,8.23,5.71,0.23,-1.02,II
15.81,13.89,12.67,11.06,10.54,10.24,9.49,6.11,1.1,-1.08,II
15.53,13.55,12.44,11.44,10.96,10.53,9.78,6.96,1.28,-0.95,II
NaN,15.32,14.39,13.12,12.68,NaN,NaN,NaN,0.51,NaN,II
16.09,14.96,14.1,13.57,13.36,13.03,NaN,NaN,0.16,NaN,II
15.24,13.33,12.34,11.11,10.66,10,NaN,NaN,1.29,NaN,II
15.44,13.1,11.85,10.55,9.98,9.53,NaN,NaN,1.75,NaN,II
16.93,15.28,14,12.66,12.29,NaN,NaN,NaN,0.62,NaN,II
13.75,11.64,10.18,8.59,7.96,7.51,6.83,3.92,1.19,-0.84,II
16.81,15.34,14.57,13.58,13.15,NaN,NaN,NaN,0.79,NaN,II
16.14,15.07,14.25,13.44,13.07,12.71,12.06,NaN,0.11,-1.25,II
NaN,NaN,NaN,15.03,14.59,14.02,13.61,NaN,NaN,-1.17,II
14.85,13.58,12.91,11.81,11.31,10.86,9.99,7.62,0.57,-0.77,II
15.69,13.91,12.9,11.53,11.07,10.67,10.28,7.24,1.07,-1.4,II
15.86,13.74,12.51,11.4,10.86,10.21,9.34,NaN,1.41,-0.45,II
NaN,15.67,14.34,12.43,11.72,11.2,10.45,NaN,0.6,-0.59,II
14.73,13.06,12.08,11.18,10.88,10.47,NaN,NaN,0.93,NaN,II
13.94,12.84,12.34,11.66,11.27,11.05,10.43,NaN,0.47,-1.46,II
16.63,15.14,14.3,13.35,12.76,NaN,11.4,NaN,0.78,NaN,II
17.01,14.85,13.56,12.59,12.06,NaN,NaN,NaN,1.4,NaN,II
15.27,13.37,12.3,11.04,10.52,10.32,NaN,NaN,1.2,NaN,II
15.46,13.52,12.65,11.61,11.24,NaN,NaN,NaN,1.41,NaN,II
15.67,14.38,13.56,12.89,12.63,12.57,NaN,NaN,0.48,NaN,II
17.09,14.14,NaN,11.01,10.36,9.74,8.99,5.5,NaN,-0.52,II
13.77,12.51,11.87,10.46,10.08,9.76,9.11,6.07,0.59,-1.3,II
NaN,14.57,13.36,11.71,11.15,NaN,NaN,NaN,0.79,NaN,II
14.71,13.62,12.98,12.08,11.65,11.35,10.61,NaN,0.31,-1.19,II
15.22,14.56,14.01,13.58,13.19,NaN,NaN,NaN,0,NaN,II
14.96,12.49,10.76,9.1,8.47,7.92,6.79,NaN,1.49,-0.22,II
14.14,12.2,10.9,9.51,8.88,8.53,7.6,NaN,1.06,-0.72,II
NaN,15.7,13.95,12.47,11.94,NaN,NaN,NaN,2.19,NaN,II
13.46,11.65,10.3,8.56,8.02,7.53,6.76,4.22,0.8,-0.78,II
16.33,14.51,13.56,12.5,12.12,11.65,NaN,NaN,1.18,NaN,II
13.48,11.89,10.7,9.38,8.9,8.42,7.52,2.55,0.62,-0.71,II
NaN,NaN,12.54,10.35,9.67,9.09,8.2,NaN,NaN,-0.39,II
NaN,NaN,14.59,13.04,12.45,11.95,11.03,NaN,NaN,-0.55,II
NaN,15.54,14.11,13.4,12.73,12.01,10.29,4.5,1.02,0.7,II
16.35,14.36,13.29,12.09,11.68,11.14,NaN,NaN,1.35,NaN,II
NaN,14.79,12.7,11.09,10.4,9.91,8.98,NaN,2.51,-0.45,II
16.59,14.56,13.5,12.13,11.55,10.88,9.94,NaN,1.41,-0.3,II
NaN,14.72,12.8,11.03,10.33,9.65,8.68,4.78,2.06,-0.15,II
14.57,12.64,11.43,10.35,9.8,NaN,NaN,NaN,1.14,NaN,II
NaN,NaN,NaN,14.1,13.45,13.2,12.39,NaN,NaN,-0.96,II
15.52,14.31,13.83,13.15,12.83,12.03,NaN,NaN,0.64,NaN,II
16.36,15.35,14.63,13.85,13.53,NaN,NaN,NaN,0.12,NaN,II
14.77,12.32,10.95,9.47,8.87,8.34,6.72,NaN,1.8,0.26,II
15.51,13.81,12.59,11.56,10.77,NaN,NaN,NaN,0.74,NaN,II
NaN,14.34,12.71,10.85,10.25,9.73,9.24,NaN,1.68,-0.98,II
NaN,14.64,13.26,11.83,11.11,NaN,NaN,NaN,0.71,NaN,II
15.45,13.86,12.88,11.54,11.17,10.77,9.94,NaN,0.79,-1.01,II
16.43,15.37,14.81,13.95,13.55,12.98,11.95,NaN,0.33,-0.52,II
NaN,NaN,15.1,12.65,11.7,11.05,10.45,NaN,NaN,-0.34,II
17.05,14.82,13.41,12.11,11.36,10.89,10.13,NaN,1.43,-0.61,II
14.48,12.54,11.36,10.01,9.5,NaN,NaN,NaN,1.18,NaN,II
16.85,15.26,14.48,13.84,13.25,NaN,NaN,NaN,0.98,NaN,II
16.1,14.12,12.66,10.77,10.21,9.62,8.64,NaN,0.97,-0.4,II
14.97,13.53,12.85,12.13,11.57,NaN,NaN,NaN,0.83,NaN,II
16.9,15.39,14.28,13.23,12.75,NaN,NaN,NaN,0.55,NaN,II
14.78,13.31,12.4,11.41,11,10.59,9.67,NaN,0.68,-0.85,II
15.33,13.58,12.36,11.27,10.71,NaN,NaN,NaN,0.84,NaN,II
NaN,NaN,NaN,12.96,12.06,11.46,10.18,NaN,NaN,0.28,II
14.54,13.42,12.87,12.35,11.96,11.56,NaN,NaN,0.44,NaN,II
15.84,15.1,14.34,13.89,13.46,12.75,11.9,NaN,0,-0.5,II
15.54,12.97,11.57,9.94,9.32,8.8,8.04,NaN,1.96,-0.67,II
15.16,14.16,13.72,13.02,12.58,12.25,11.41,NaN,0.36,-1.02,II
NaN,NaN,13.53,11.2,10.16,9.55,8.85,NaN,NaN,-0.2,II
NaN,14.42,12.78,11.28,10.5,10.04,9.33,NaN,1.13,-0.66,II
15.42,14.51,14.14,13.58,13.17,12.65,11.95,NaN,0.28,-0.94,II
14.13,13.05,12.57,12.04,11.84,11.36,10.55,NaN,0.46,-1.08,II
13.17,12.05,11.49,10.96,10.71,10.47,9.88,NaN,0.45,-1.61,II
15.88,14.56,13.6,12.37,11.91,11.5,10.51,NaN,0.39,-0.72,II
15.9,14.97,14.61,13.83,13.5,NaN,12.57,NaN,0.33,NaN,II
14.98,14.03,13.49,12.93,12.46,NaN,11.13,NaN,0.2,NaN,II
12.82,11,9.74,8.41,7.82,7.45,6.61,NaN,0.89,-0.81,II
NaN,NaN,NaN,13.96,12.95,12.4,11.39,NaN,NaN,0.02,II
10.23,9.17,8.51,7.9,7.66,6.86,NaN,NaN,0.25,NaN,II
14.79,13.25,12.56,11.37,10.91,10.5,9.84,NaN,0.98,-1.09,II
15.91,14.58,13.62,12.62,11.98,NaN,NaN,NaN,0.41,NaN,II
14.65,13.32,12.55,11.19,10.63,10.07,9.36,NaN,0.58,-0.73,II
16.14,14.77,14.24,13.61,13.29,12.9,12.04,NaN,0.81,-1.04,II
12.82,10.77,9.13,7.31,6.63,6.06,5.21,NaN,0.91,-0.44,II
13.35,12.11,11.38,10.68,10.38,10.24,9.56,NaN,0.49,-1.6,II
14.44,13.13,12.43,11.46,11.18,10.95,NaN,NaN,0.6,NaN,II
16.81,15.45,14.69,13.84,13.39,12.99,11.97,NaN,0.62,-0.72,II
14.16,12.24,11.23,10.23,9.5,NaN,NaN,NaN,1.28,NaN,II
14.41,13.24,12.54,11.88,11.32,10.79,9.53,NaN,0.38,-0.17,II
14.14,12.68,11.8,10.92,10.63,10.22,9.49,NaN,0.68,-1.17,II
14.81,13.26,12.5,11.9,11.4,NaN,NaN,NaN,0.93,NaN,II
NaN,14.84,12.6,10.91,10.17,NaN,NaN,NaN,2.68,NaN,II
16.13,15.03,14.17,13.34,13.03,12.59,NaN,NaN,0.13,NaN,II
14.73,13.86,13.46,12.76,12.36,NaN,NaN,NaN,0.21,NaN,II
NaN,NaN,14.09,12.41,11.72,11.07,10,NaN,NaN,-0.08,II
14.92,13.44,12.48,11.7,11.15,11.14,NaN,NaN,0.63,NaN,II
16.02,14.91,14.33,13.71,13.38,13.1,12.05,NaN,0.4,-0.97,II
13.61,12.44,11.76,10.75,10.2,9.41,8.91,NaN,0.39,-0.65,II
15.67,14.6,14.07,13.57,13.11,NaN,NaN,NaN,0.36,NaN,II
NaN,NaN,12,10.43,9.86,9.5,8.93,5.63,NaN,-1.15,II
16.33,14.15,12.97,11.62,10.82,10.13,NaN,NaN,1.55,NaN,II
13.48,12.38,11.86,11.05,10.73,10.27,9.48,5.78,0.44,-1.01,II
NaN,NaN,NaN,11.81,10.79,10.12,9.21,NaN,NaN,0.08,II
14.35,12.66,11.84,11.03,10.57,10.07,NaN,NaN,1.11,NaN,II
NaN,13.57,12.39,10.93,10.35,9.85,9.08,NaN,0.69,-0.73,II
14.78,13.98,13.59,13.09,12.85,NaN,NaN,NaN,0.1,NaN,II
16.23,14.38,13.15,11.41,10.76,10.36,9.82,NaN,0.99,-1.05,II
14.49,13.17,12.21,10.91,10.53,10.17,9.37,NaN,0.37,-1.08,II
15.28,14.19,13.62,12.73,12.3,NaN,NaN,NaN,0.38,NaN,II
NaN,NaN,NaN,13.38,12.5,11.86,10.95,NaN,NaN,-0.09,II
15.04,13.55,12.78,11.99,11.53,11.06,NaN,NaN,0.82,NaN,II
NaN,NaN,NaN,13.62,13.22,12.87,12.24,NaN,NaN,-1.27,II
15.28,13.81,13.03,12.05,11.6,11.17,10.63,NaN,0.77,-1.2,II
NaN,15.74,14.34,13.95,12.97,NaN,NaN,NaN,0,NaN,II
14.6,13.66,13.21,12.54,12.26,11.86,10.99,NaN,0.27,-1.06,II
15.39,13.4,12.23,11.1,10.53,10.03,9.34,NaN,1.25,-0.83,II
16.06,14.72,13.85,13.11,12.57,12.22,NaN,NaN,0.49,NaN,II
NaN,15.45,14.27,13.48,12.73,12.21,11.41,NaN,0.11,-0.5,II
16.49,15.38,14.81,13.93,13.48,13.12,12.36,NaN,0.4,-1.07,II
15.87,14.27,13.06,11.94,11.27,10.86,10.23,NaN,0.6,-0.92,II
NaN,15.13,13.88,12.98,12.46,12.08,11.64,NaN,1.04,-1.32,II
15.79,14.49,13.67,12.89,12.48,12.08,11.42,NaN,0.49,-1.15,II
12.97,11.89,11.23,10.35,9.97,9.62,8.88,NaN,0.29,-1.16,II
14.39,13.23,12.5,11.41,10.85,10.52,9.67,NaN,0.36,-0.88,II
15.82,13.22,11.36,9.68,8.98,8.43,7.75,NaN,1.6,-0.64,II
15.37,14.62,13.96,13.49,13.14,12.89,11.85,NaN,0,-1,II
15.3,14.25,13.79,12.78,12.37,12,11.07,NaN,0.43,-0.89,II
12.99,11.95,11.5,11.1,10.85,10.56,10.25,NaN,0.4,-1.85,II
14.81,13.1,12.01,11.01,10.41,9.95,9.26,NaN,0.88,-0.85,II
14.43,13.42,12.94,12.35,11.97,11.72,10.86,NaN,0.36,-1.17,II
NaN,NaN,NaN,13.9,13.15,12.46,12.01,NaN,NaN,-0.66,II
16.2,14.67,13.48,11.97,11.25,10.56,9.8,NaN,0.51,-0.34,II
14.26,13.35,12.87,12.35,12.13,11.74,11.16,NaN,0.18,-1.44,II
12.79,11.69,10.83,10.03,9.64,9.3,8.69,NaN,0.13,-1.32,II
15.66,14.76,14.29,13.76,13.4,NaN,NaN,NaN,0.18,NaN,II
14.71,13.71,13.28,12.04,11.66,11.28,10.76,NaN,0.36,-1.36,II
14.65,13.48,12.77,11.73,11.24,10.92,9.84,NaN,0.36,-0.72,II
14.84,NaN,NaN,12.26,11.73,11.26,10.57,NaN,NaN,-0.9,II
NaN,NaN,NaN,14.73,14.02,13.63,12.45,NaN,NaN,-0.3,II
15.56,14.72,14.15,13.18,12.67,12.24,11.6,NaN,0,-1.03,II
13.79,12.63,11.85,10.6,10.07,9.59,8.98,NaN,0.3,-0.98,II
15.58,14.25,13.39,12.62,12.17,11.69,10.95,NaN,0.48,-0.91,II
14.42,13.48,13.11,12.51,12.03,NaN,NaN,NaN,0.32,NaN,II
12.59,11.63,10.99,9.95,9.43,9.06,8.07,5.59,0.12,-0.72,II
17.04,15.08,13.77,12.29,11.69,11.33,10.77,NaN,1.07,-1.13,II
NaN,NaN,NaN,13.86,13.08,12.54,12.06,NaN,NaN,-0.8,II
16.02,15.08,14.32,13.31,12.81,12.51,12.02,NaN,0,-1.38,II
NaN,NaN,NaN,14.02,13.19,12.64,11.88,NaN,NaN,-0.43,II
15.32,14.55,14.04,13.33,12.89,12.27,11.42,NaN,0,-0.61,II
NaN,NaN,14.27,12.43,11.72,11.31,10.67,NaN,NaN,-0.87,II
16.3,15.24,14.54,13.9,13.37,13.14,NaN,NaN,0.21,NaN,II
NaN,15.09,13.34,11.85,11.26,10.38,9.56,NaN,2.02,-0.15,II
NaN,15.7,14.37,13.08,12.63,12,10.86,NaN,1.41,-0.27,II
16.63,15.08,13.75,12.74,11.93,11.23,10.11,5.86,0.41,0.16,II
15.96,14.08,12.86,11.06,10.48,9.88,8.85,5.42,1.04,-0.3,II
12.1,11.31,10.86,10.12,9.84,9.32,8.19,4.3,0.01,-0.6,II
13.93,12.84,12.24,11.51,11.19,10.8,10.18,7.4,0.35,-1.3,II
15.3,14.62,14.18,13.48,13.18,NaN,NaN,NaN,0,NaN,II
14.99,13.86,13.42,12.44,12.03,11.33,NaN,NaN,0.55,NaN,II
NaN,15.47,14.38,13.23,12.75,12.38,11.13,NaN,0.77,-0.48,II
NaN,15.1,13.61,12.24,11.52,10.84,9.79,6.23,0.95,-0.03,II
NaN,NaN,14.86,12.8,11.89,11.23,10.63,6.46,NaN,-0.37,II
14.17,13,12.51,11.73,11.43,11.07,10.29,7.04,0.57,-1.18,II
13.61,12.27,11.63,10.73,10.32,9.85,9.31,6.31,0.69,-1.18,II
14.24,13.04,12.46,11.65,11.23,10.66,9.84,NaN,0.54,-0.74,II
13.83,12.91,12.63,12.19,11.93,11.57,10.94,NaN,0.33,-1.39,II
14.39,13.05,12.45,11.41,10.86,10.3,9.27,5.18,0.74,-0.38,II
NaN,NaN,NaN,14.19,13.54,12.96,12.33,NaN,NaN,-0.7,II
15.16,13.39,12.4,11.28,10.69,10.07,9.01,5.28,1.07,-0.24,II
15.3,13.86,13.23,12.69,12.31,12.04,11.29,NaN,0.89,-1.26,II
13.81,13.01,12.65,11.9,11.52,11.04,10.01,7.29,0.12,-0.67,II
NaN,15.75,14.87,13.63,13.14,12.63,12.02,NaN,0.24,-0.98,II
13.69,12.7,12.39,11.87,11.61,11.1,10.06,NaN,0.41,-0.74,II
NaN,NaN,13.51,12.58,12.23,11.89,11.51,NaN,NaN,-1.59,II
13.01,12.12,11.62,11.1,10.77,10.28,9.38,6.11,0.12,-0.84,II
14.69,13.94,13.5,13,12.77,12.42,11.58,NaN,0,-1.2,II
15.84,14.1,13.28,12.46,12.1,11.66,10.98,NaN,1.16,-1.13,II
16.65,14.78,13.85,13,12.65,12.34,11.96,NaN,1.29,-1.64,II
12.51,11.1,10.02,8.52,7.85,7.38,6.7,3.27,0.43,-0.78,II
14.26,13.13,12.59,12.01,11.6,11.08,10.33,8.03,0.47,-0.9,II
16.26,15.28,14.55,14.01,13.84,13.44,NaN,NaN,0.07,NaN,II
15.19,14.26,13.93,13.52,13.48,13.58,NaN,8.25,0.35,NaN,II*
11.58,11.36,11.2,10.8,10.57,10.48,10.06,7.6,0,-2.02,II*
NaN,NaN,13.46,10.16,8.27,6.91,NaN,0.3,NaN,NaN,I*
NaN,NaN,NaN,14.36,12.99,11.97,10.97,NaN,NaN,1,I
NaN,NaN,NaN,14.23,12.08,11.16,10.64,NaN,NaN,1.1,I
