Jmag	Hmag	Ksmag	3.6mag	4.5mag	5.8mag	8.0mag	24mag	AKs	alpha	Cl
 9.39	 8.15	 7.29	 5.80	 5.12	 4.45	 3.61	     	 0.35	-0.32	II
 8.98	 8.81	 8.52	 7.99	 7.76	 7.66	     	     	 0.00	     	II
 9.28	 9.11	 8.65	 7.81	 7.50	 7.07	 6.34	 3.70	 0.00	-1.13	II
12.26	10.92	10.04	 8.78	 8.30	 7.81	 7.32	 4.54	 0.48	-1.15	II
     	     	15.02	14.24	13.93	13.49	12.67	     	     	-1.01	II
11.07	10.39	10.06	 9.35	 9.00	 8.60	 7.87	 5.71	 0.00	-1.14	II
14.46	13.69	13.17	12.72	12.62	12.20	10.93	 7.51	 0.00	-0.76	II*
     	     	     	15.54	14.41	14.00	     	 6.08	     	     	I*
     	     	     	14.41	13.40	12.55	11.28	 8.18	     	 0.71	I
     	14.67	12.21	 9.74	 8.70	 7.73	 6.61	 1.96	 2.27	 0.76	I
16.67	12.80	 9.96	 5.83	 4.96	 4.12	 3.35	     	 2.69	 0.01	I
     	     	15.10	 9.79	 7.58	 6.15	 4.84	     	     	 2.74	I
     	     	     	13.70	12.13	11.17	10.37	 5.82	     	 0.89	I
15.26	12.93	11.53	 9.88	 8.94	 8.12	 7.24	 3.67	 1.57	 0.18	I
14.29	13.03	12.34	11.59	11.31	11.08	10.34	 7.09	 0.54	-1.42	II
     	     	     	14.22	13.48	12.90	12.00	 8.76	     	-0.32	II
14.44	13.09	12.37	11.04	10.35	 9.84	 9.06	 5.77	 0.65	-0.60	II
     	15.60	14.78	13.91	13.46	12.99	12.31	     	 0.23	-0.99	II
14.28	12.79	11.65	10.38	 9.65	 9.11	 8.21	 4.66	 0.48	-0.38	II
15.29	13.85	13.08	12.33	12.02	11.55	10.92	 8.49	 0.74	-1.19	II
     	     	     	13.72	12.54	11.90	11.13	     	     	 0.04	II
     	     	     	13.74	13.22	12.72	11.64	     	     	-0.44	II
15.96	14.14	13.19	12.03	11.45	10.90	10.02	     	 1.17	-0.54	II
     	     	     	14.24	13.48	12.84	11.90	     	     	-0.17	II
     	16.12	14.67	13.80	13.26	12.71	11.98	     	 1.45	-0.74	II
13.54	12.17	11.30	10.05	 9.56	 9.05	 8.44	 5.27	 0.57	-0.97	II
     	     	     	14.20	13.48	12.90	11.88	 8.33	     	-0.20	II
16.79	15.24	14.38	12.84	12.23	11.70	11.01	     	 0.85	-0.74	II
11.55	10.41	 9.59	 8.82	 8.39	 7.93	 7.25	 3.50	 0.24	-1.03	II
14.61	13.39	12.83	12.28	11.95	11.71	11.29	 8.88	 0.59	-1.72	II
16.84	14.60	13.41	12.27	11.72	11.29	10.55	 8.25	 1.63	-0.89	II
16.02	14.32	13.21	13.17	12.57	11.84	10.61	 6.93	 0.85	 0.10	II
16.05	15.08	14.17	13.57	13.22	13.10	12.66	     	 0.00	-1.85	II
14.48	13.40	13.03	12.58	12.34	11.95	11.22	     	 0.51	-1.26	II
15.28	14.37	13.88	13.47	13.22	12.93	12.00	 8.45	 0.17	-1.17	II
     	15.62	14.84	13.82	13.41	12.98	12.24	     	 0.24	-1.02	II
15.41	14.48	13.97	13.74	13.55	13.23	11.99	 8.19	 0.19	-0.83	II
14.21	13.20	12.83	12.56	12.45	11.93	10.77	 7.03	 0.44	-0.73	II*
14.75	12.44	10.59	 8.88	 7.92	 6.93	 5.76	 2.03	 1.14	 0.75	I
     	15.54	14.01	12.47	11.35	10.50	 9.56	 5.46	 0.00	 0.46	I
16.10	14.57	13.41	11.90	11.02	10.18	 9.07	 2.69	 0.55	 0.39	I
     	     	     	12.47	11.13	10.20	 9.28	 4.96	     	 0.77	I
     	     	     	13.90	12.33	11.40	10.68	     	     	 0.77	I
     	     	     	14.15	12.38	11.38	10.75	     	     	 0.97	I
     	     	     	11.25	 9.66	 8.53	 7.26	 2.07	     	 1.67	I
15.99	14.97	14.32	13.79	13.47	13.12	12.57	 9.71	 0.19	-1.43	II
16.37	14.09	12.35	10.35	 9.68	 9.03	 8.26	 4.41	 1.20	-0.44	II
     	15.84	14.77	13.31	12.78	12.27	11.48	 8.26	 0.56	-0.75	II
15.84	14.57	14.07	13.84	13.49	13.25	12.23	     	 0.71	-1.04	II
     	     	     	14.61	13.66	12.73	11.75	 8.91	     	 0.45	II
14.32	12.66	11.53	10.29	 9.55	     	     	     	 0.78	     	II
     	     	15.25	14.01	13.40	12.81	11.98	 8.87	     	-0.51	II
16.18	14.31	13.00	11.19	10.53	 9.87	 9.17	     	 0.94	-0.51	II
     	15.06	14.56	13.24	12.73	12.20	11.50	     	 0.00	-0.83	II
11.56	10.74	10.28	 7.87	 7.16	 6.55	 5.70	 2.60	 0.04	-0.36	II
12.72	11.48	10.73	 9.51	 8.80	 8.14	 7.29	     	 0.45	-0.29	II
14.41	13.43	12.91	11.87	11.33	     	     	     	 0.25	     	II
15.18	14.17	13.80	12.90	12.39	11.72	10.68	     	 0.44	-0.26	II
     	     	     	13.55	12.93	12.42	11.53	     	     	-0.55	II
14.93	13.83	13.34	12.50	12.05	11.75	11.14	 8.27	 0.46	-1.31	II
15.54	14.48	13.97	13.55	13.26	12.99	12.26	 8.13	 0.38	-1.37	II
     	     	     	13.00	11.60	10.56	 9.42	 4.93	     	 1.21	I
     	     	14.34	13.04	11.15	10.27	 8.99	 2.04	     	 1.63	I
16.50	15.04	13.83	12.54	11.70	10.90	 9.85	 4.07	 0.37	 0.24	I
15.92	14.43	13.69	12.87	12.38	11.96	11.11	 8.86	 0.87	-0.84	II
     	15.59	14.41	13.47	12.98	12.58	11.92	 8.73	 0.98	-1.07	II
     	15.54	14.32	12.98	12.29	11.65	10.76	 7.35	 0.45	-0.30	II
     	     	14.21	12.38	11.72	11.22	10.66	 7.88	     	-0.88	II
14.18	12.81	12.20	11.51	11.16	10.69	 9.84	 6.44	 0.79	-0.91	II
15.62	14.71	14.01	13.50	13.30	13.05	12.48	     	 0.00	-1.67	II
15.19	14.29	13.85	13.35	13.01	12.62	11.86	 9.39	 0.19	-1.12	II
14.28	13.30	12.74	12.08	11.75	11.39	10.64	 8.15	 0.22	-1.18	II
     	     	15.13	14.14	13.58	13.02	12.07	     	     	-0.46	II
16.81	14.82	13.39	11.14	10.48	 9.95	 9.37	 7.02	 1.01	-0.82	II
13.56	12.62	12.12	11.20	10.74	10.36	 9.72	     	 0.21	-1.16	II
16.69	14.74	13.55	11.31	10.60	10.02	 9.13	 4.81	 1.18	-0.36	II
     	15.73	13.80	12.08	11.32	10.84	10.33	     	 1.89	-0.87	II
14.87	13.32	12.37	11.24	10.63	10.03	 9.32	     	 0.76	-0.63	II
14.68	13.62	13.05	12.09	11.72	11.33	10.56	 7.40	 0.32	-1.09	II
14.26	13.22	12.72	12.28	11.87	11.30	10.16	 5.97	 0.37	-0.39	II
16.15	14.93	14.14	12.45	11.84	11.31	10.59	 7.60	 0.38	-0.70	II
16.80	15.54	14.80	14.01	13.77	13.36	12.80	     	 0.49	-1.42	II
13.03	11.79	10.95	 9.68	 9.24	 8.89	 8.27	 5.78	 0.39	-1.24	II
16.37	15.22	14.70	13.93	13.56	13.11	12.47	     	 0.52	-1.15	II
16.55	15.53	15.08	14.57	14.24	14.04	13.08	     	 0.37	-1.18	II
14.36	13.18	12.52	11.69	11.40	11.16	10.54	     	 0.44	-1.54	II
     	15.52	14.24	13.19	12.70	12.34	11.70	 8.67	 1.22	-1.15	II
     	     	     	     	 9.12	 8.29	 8.01	 2.76	     	     	I*
     	     	     	14.89	13.09	12.52	12.19	 5.21	     	 0.07	I*
     	     	     	15.77	14.00	     	     	 5.40	     	     	I*
     	     	     	     	13.31	     	     	 6.21	     	     	I*
     	     	     	     	14.18	     	12.01	 6.32	     	     	I*
     	     	     	     	12.92	11.60	     	 1.63	     	     	I*
14.26	12.86	12.08	     	11.12	     	10.26	 5.40	 0.67	     	I*
     	     	     	13.62	     	11.92	     	 4.74	     	     	I*
     	     	13.96	11.10	 9.83	 8.88	 8.16	 2.93	     	 0.50	I
     	     	     	12.11	10.84	10.00	 9.34	     	     	 0.28	I
     	     	     	12.14	10.25	 9.37	 8.80	     	     	 0.85	I
     	     	     	14.44	13.65	12.85	11.81	     	     	 0.18	I
     	15.25	12.56	10.15	 9.20	 8.47	 7.84	     	 3.06	-0.21	I
     	     	     	14.68	13.27	12.35	11.47	     	     	 0.78	I
16.12	14.14	12.29	10.35	 9.53	 8.81	 7.96	 3.37	 0.62	-0.10	I
     	     	13.61	 9.95	 8.62	 7.47	 6.62	     	     	 0.98	I
14.60	12.46	11.23	 9.64	 8.93	 8.11	 6.56	     	 1.42	 0.69	I
     	     	     	 7.59	 6.22	 5.41	 3.76	     	     	 1.43	I
     	     	 9.89	 7.99	 6.68	 5.58	 3.25	     	     	 2.53	I
15.96	13.29	11.19	 9.28	 8.04	 7.14	 5.97	     	 1.47	 0.89	I
     	14.82	12.99	11.08	10.10	 9.18	 8.06	 3.96	 0.95	 0.62	I
     	15.17	13.54	11.70	10.83	10.41	     	     	 0.83	     	I
     	15.44	13.48	10.44	 9.22	 8.45	 7.03	     	 0.50	 0.98	I
13.79	12.32	11.38	 9.64	 8.84	 8.05	 7.05	 3.41	 0.65	 0.13	I
     	     	     	11.37	10.08	 8.88	 8.00	 4.39	     	 1.05	I
15.19	13.36	11.89	 9.95	 8.87	 7.99	 6.89	 3.24	 0.73	 0.63	I
     	     	     	14.07	13.15	12.22	11.10	     	     	 0.57	I
16.15	14.25	13.00	11.01	10.19	 9.24	 8.57	     	 1.04	 0.01	I
16.83	15.32	13.85	12.12	11.15	10.34	 9.76	 4.79	 0.22	-0.13	I
14.56	12.70	11.55	10.19	 9.28	 8.37	 7.50	 3.65	 1.06	 0.26	I
     	     	     	14.91	13.66	12.52	11.30	 5.37	     	 1.30	I
     	     	     	15.39	13.41	12.10	10.97	 6.42	     	 2.16	I
     	     	     	14.86	13.59	12.55	11.38	     	     	 1.12	I
     	15.17	13.42	11.19	10.15	 9.39	 8.65	 5.26	 0.57	 0.03	I
14.59	13.53	13.05	12.30	11.94	11.58	11.08	     	 0.41	-1.43	II
14.92	13.56	12.76	12.26	11.74	11.24	10.28	     	 0.60	-0.58	II
13.55	12.51	11.96	11.45	11.14	10.86	 9.95	 5.83	 0.32	-1.14	II
15.07	13.87	13.11	12.22	11.79	11.53	10.88	 7.76	 0.39	-1.33	II
15.23	13.86	12.85	10.98	10.53	10.22	 9.51	 6.57	 0.41	-1.19	II
15.06	13.53	12.66	11.29	10.80	10.42	 9.55	 6.54	 0.81	-0.86	II
15.23	13.67	13.05	12.14	11.39	11.31	10.30	     	 1.01	-0.88	II
14.87	13.54	12.79	12.05	11.76	11.51	10.91	 8.15	 0.60	-1.54	II
13.27	12.02	11.28	10.44	10.01	 9.69	 9.07	 6.72	 0.47	-1.28	II
14.98	13.94	13.45	12.85	12.52	12.18	11.40	     	 0.39	-1.19	II
14.23	13.12	12.55	11.92	11.48	11.07	10.27	     	 0.41	-0.96	II
15.59	14.15	13.35	12.49	12.07	11.62	10.77	     	 0.74	-0.86	II
17.11	15.06	13.54	11.88	11.24	10.77	     	     	 1.04	     	II
     	     	     	14.37	13.36	12.47	11.51	 8.60	     	 0.44	II
     	14.65	12.63	11.07	10.36	 9.76	 9.10	     	 2.28	-0.58	II
15.81	13.99	12.88	11.87	11.36	11.10	     	     	 1.05	     	II
16.88	14.53	13.22	11.88	11.38	10.81	10.15	     	 1.69	-0.83	II
14.03	13.01	12.45	11.91	11.61	11.31	10.77	     	 0.28	-1.53	II
14.24	12.96	12.20	10.93	10.45	 9.97	 9.08	     	 0.50	-0.72	II
15.78	13.87	12.96	11.52	10.89	10.21	 9.36	     	 1.37	-0.34	II
     	15.91	14.44	13.25	12.69	12.12	11.28	     	 1.41	-0.56	II
12.39	11.35	10.69	 9.83	 9.44	 9.07	 8.23	 5.71	 0.23	-1.02	II
15.81	13.89	12.67	11.06	10.54	10.24	 9.49	 6.11	 1.10	-1.08	II
15.53	13.55	12.44	11.44	10.96	10.53	 9.78	 6.96	 1.28	-0.95	II
     	15.32	14.39	13.12	12.68	     	     	     	 0.51	     	II
16.09	14.96	14.10	13.57	13.36	13.03	     	     	 0.16	     	II
15.24	13.33	12.34	11.11	10.66	10.00	     	     	 1.29	     	II
15.44	13.10	11.85	10.55	 9.98	 9.53	     	     	 1.75	     	II
16.93	15.28	14.00	12.66	12.29	     	     	     	 0.62	     	II
13.75	11.64	10.18	 8.59	 7.96	 7.51	 6.83	 3.92	 1.19	-0.84	II
16.81	15.34	14.57	13.58	13.15	     	     	     	 0.79	     	II
16.14	15.07	14.25	13.44	13.07	12.71	12.06	     	 0.11	-1.25	II
     	     	     	15.03	14.59	14.02	13.61	     	     	-1.17	II
14.85	13.58	12.91	11.81	11.31	10.86	 9.99	 7.62	 0.57	-0.77	II
15.69	13.91	12.90	11.53	11.07	10.67	10.28	 7.24	 1.07	-1.40	II
15.86	13.74	12.51	11.40	10.86	10.21	 9.34	     	 1.41	-0.45	II
     	15.67	14.34	12.43	11.72	11.20	10.45	     	 0.60	-0.59	II
14.73	13.06	12.08	11.18	10.88	10.47	     	     	 0.93	     	II
13.94	12.84	12.34	11.66	11.27	11.05	10.43	     	 0.47	-1.46	II
16.63	15.14	14.30	13.35	12.76	     	11.40	     	 0.78	     	II
17.01	14.85	13.56	12.59	12.06	     	     	     	 1.40	     	II
15.27	13.37	12.30	11.04	10.52	10.32	     	     	 1.20	     	II
15.46	13.52	12.65	11.61	11.24	     	     	     	 1.41	     	II
15.67	14.38	13.56	12.89	12.63	12.57	     	     	 0.48	     	II
17.09	14.14	     	11.01	10.36	 9.74	 8.99	 5.50	     	-0.52	II
13.77	12.51	11.87	10.46	10.08	 9.76	 9.11	 6.07	 0.59	-1.30	II
     	14.57	13.36	11.71	11.15	     	     	     	 0.79	     	II
14.71	13.62	12.98	12.08	11.65	11.35	10.61	     	 0.31	-1.19	II
15.22	14.56	14.01	13.58	13.19	     	     	     	 0.00	     	II
14.96	12.49	10.76	 9.10	 8.47	 7.92	 6.79	     	 1.49	-0.22	II
14.14	12.20	10.90	 9.51	 8.88	 8.53	 7.60	     	 1.06	-0.72	II
     	15.70	13.95	12.47	11.94	     	     	     	 2.19	     	II
13.46	11.65	10.30	 8.56	 8.02	 7.53	 6.76	 4.22	 0.80	-0.78	II
16.33	14.51	13.56	12.50	12.12	11.65	     	     	 1.18	     	II
13.48	11.89	10.70	 9.38	 8.90	 8.42	 7.52	 2.55	 0.62	-0.71	II
     	     	12.54	10.35	 9.67	 9.09	 8.20	     	     	-0.39	II
     	     	14.59	13.04	12.45	11.95	11.03	     	     	-0.55	II
     	15.54	14.11	13.40	12.73	12.01	10.29	 4.50	 1.02	 0.70	II
16.35	14.36	13.29	12.09	11.68	11.14	     	     	 1.35	     	II
     	14.79	12.70	11.09	10.40	 9.91	 8.98	     	 2.51	-0.45	II
16.59	14.56	13.50	12.13	11.55	10.88	 9.94	     	 1.41	-0.30	II
     	14.72	12.80	11.03	10.33	 9.65	 8.68	 4.78	 2.06	-0.15	II
14.57	12.64	11.43	10.35	 9.80	     	     	     	 1.14	     	II
     	     	     	14.10	13.45	13.20	12.39	     	     	-0.96	II
15.52	14.31	13.83	13.15	12.83	12.03	     	     	 0.64	     	II
16.36	15.35	14.63	13.85	13.53	     	     	     	 0.12	     	II
14.77	12.32	10.95	 9.47	 8.87	 8.34	 6.72	     	 1.80	 0.26	II
15.51	13.81	12.59	11.56	10.77	     	     	     	 0.74	     	II
     	14.34	12.71	10.85	10.25	 9.73	 9.24	     	 1.68	-0.98	II
     	14.64	13.26	11.83	11.11	     	     	     	 0.71	     	II
15.45	13.86	12.88	11.54	11.17	10.77	 9.94	     	 0.79	-1.01	II
16.43	15.37	14.81	13.95	13.55	12.98	11.95	     	 0.33	-0.52	II
     	     	15.10	12.65	11.70	11.05	10.45	     	     	-0.34	II
17.05	14.82	13.41	12.11	11.36	10.89	10.13	     	 1.43	-0.61	II
14.48	12.54	11.36	10.01	 9.50	     	     	     	 1.18	     	II
16.85	15.26	14.48	13.84	13.25	     	     	     	 0.98	     	II
16.10	14.12	12.66	10.77	10.21	 9.62	 8.64	     	 0.97	-0.40	II
14.97	13.53	12.85	12.13	11.57	     	     	     	 0.83	     	II
16.90	15.39	14.28	13.23	12.75	     	     	     	 0.55	     	II
14.78	13.31	12.40	11.41	11.00	10.59	 9.67	     	 0.68	-0.85	II
15.33	13.58	12.36	11.27	10.71	     	     	     	 0.84	     	II
     	     	     	12.96	12.06	11.46	10.18	     	     	 0.28	II
14.54	13.42	12.87	12.35	11.96	11.56	     	     	 0.44	     	II
15.84	15.10	14.34	13.89	13.46	12.75	11.90	     	 0.00	-0.50	II
15.54	12.97	11.57	 9.94	 9.32	 8.80	 8.04	     	 1.96	-0.67	II
15.16	14.16	13.72	13.02	12.58	12.25	11.41	     	 0.36	-1.02	II
     	     	13.53	11.20	10.16	 9.55	 8.85	     	     	-0.20	II
     	14.42	12.78	11.28	10.50	10.04	 9.33	     	 1.13	-0.66	II
15.42	14.51	14.14	13.58	13.17	12.65	11.95	     	 0.28	-0.94	II
14.13	13.05	12.57	12.04	11.84	11.36	10.55	     	 0.46	-1.08	II
13.17	12.05	11.49	10.96	10.71	10.47	 9.88	     	 0.45	-1.61	II
15.88	14.56	13.60	12.37	11.91	11.50	10.51	     	 0.39	-0.72	II
15.90	14.97	14.61	13.83	13.50	     	12.57	     	 0.33	     	II
14.98	14.03	13.49	12.93	12.46	     	11.13	     	 0.20	     	II
12.82	11.00	 9.74	 8.41	 7.82	 7.45	 6.61	     	 0.89	-0.81	II
     	     	     	13.96	12.95	12.40	11.39	     	     	 0.02	II
10.23	 9.17	 8.51	 7.90	 7.66	 6.86	     	     	 0.25	     	II
14.79	13.25	12.56	11.37	10.91	10.50	 9.84	     	 0.98	-1.09	II
15.91	14.58	13.62	12.62	11.98	     	     	     	 0.41	     	II
14.65	13.32	12.55	11.19	10.63	10.07	 9.36	     	 0.58	-0.73	II
16.14	14.77	14.24	13.61	13.29	12.90	12.04	     	 0.81	-1.04	II
12.82	10.77	 9.13	 7.31	 6.63	 6.06	 5.21	     	 0.91	-0.44	II
13.35	12.11	11.38	10.68	10.38	10.24	 9.56	     	 0.49	-1.60	II
14.44	13.13	12.43	11.46	11.18	10.95	     	     	 0.60	     	II
16.81	15.45	14.69	13.84	13.39	12.99	11.97	     	 0.62	-0.72	II
14.16	12.24	11.23	10.23	 9.50	     	     	     	 1.28	     	II
14.41	13.24	12.54	11.88	11.32	10.79	 9.53	     	 0.38	-0.17	II
14.14	12.68	11.80	10.92	10.63	10.22	 9.49	     	 0.68	-1.17	II
14.81	13.26	12.50	11.90	11.40	     	     	     	 0.93	     	II
     	14.84	12.60	10.91	10.17	     	     	     	 2.68	     	II
16.13	15.03	14.17	13.34	13.03	12.59	     	     	 0.13	     	II
14.73	13.86	13.46	12.76	12.36	     	     	     	 0.21	     	II
     	     	14.09	12.41	11.72	11.07	10.00	     	     	-0.08	II
14.92	13.44	12.48	11.70	11.15	11.14	     	     	 0.63	     	II
16.02	14.91	14.33	13.71	13.38	13.10	12.05	     	 0.40	-0.97	II
13.61	12.44	11.76	10.75	10.20	 9.41	 8.91	     	 0.39	-0.65	II
15.67	14.60	14.07	13.57	13.11	     	     	     	 0.36	     	II
     	     	12.00	10.43	 9.86	 9.50	 8.93	 5.63	     	-1.15	II
16.33	14.15	12.97	11.62	10.82	10.13	     	     	 1.55	     	II
13.48	12.38	11.86	11.05	10.73	10.27	 9.48	 5.78	 0.44	-1.01	II
     	     	     	11.81	10.79	10.12	 9.21	     	     	 0.08	II
14.35	12.66	11.84	11.03	10.57	10.07	     	     	 1.11	     	II
     	13.57	12.39	10.93	10.35	 9.85	 9.08	     	 0.69	-0.73	II
14.78	13.98	13.59	13.09	12.85	     	     	     	 0.10	     	II
16.23	14.38	13.15	11.41	10.76	10.36	 9.82	     	 0.99	-1.05	II
14.49	13.17	12.21	10.91	10.53	10.17	 9.37	     	 0.37	-1.08	II
15.28	14.19	13.62	12.73	12.30	     	     	     	 0.38	     	II
     	     	     	13.38	12.50	11.86	10.95	     	     	-0.09	II
15.04	13.55	12.78	11.99	11.53	11.06	     	     	 0.82	     	II
     	     	     	13.62	13.22	12.87	12.24	     	     	-1.27	II
15.28	13.81	13.03	12.05	11.60	11.17	10.63	     	 0.77	-1.20	II
     	15.74	14.34	13.95	12.97	     	     	     	 0.00	     	II
14.60	13.66	13.21	12.54	12.26	11.86	10.99	     	 0.27	-1.06	II
15.39	13.40	12.23	11.10	10.53	10.03	 9.34	     	 1.25	-0.83	II
16.06	14.72	13.85	13.11	12.57	12.22	     	     	 0.49	     	II
     	15.45	14.27	13.48	12.73	12.21	11.41	     	 0.11	-0.50	II
16.49	15.38	14.81	13.93	13.48	13.12	12.36	     	 0.40	-1.07	II
15.87	14.27	13.06	11.94	11.27	10.86	10.23	     	 0.60	-0.92	II
     	15.13	13.88	12.98	12.46	12.08	11.64	     	 1.04	-1.32	II
15.79	14.49	13.67	12.89	12.48	12.08	11.42	     	 0.49	-1.15	II
12.97	11.89	11.23	10.35	 9.97	 9.62	 8.88	     	 0.29	-1.16	II
14.39	13.23	12.50	11.41	10.85	10.52	 9.67	     	 0.36	-0.88	II
15.82	13.22	11.36	 9.68	 8.98	 8.43	 7.75	     	 1.60	-0.64	II
15.37	14.62	13.96	13.49	13.14	12.89	11.85	     	 0.00	-1.00	II
15.30	14.25	13.79	12.78	12.37	12.00	11.07	     	 0.43	-0.89	II
12.99	11.95	11.50	11.10	10.85	10.56	10.25	     	 0.40	-1.85	II
14.81	13.10	12.01	11.01	10.41	 9.95	 9.26	     	 0.88	-0.85	II
14.43	13.42	12.94	12.35	11.97	11.72	10.86	     	 0.36	-1.17	II
     	     	     	13.90	13.15	12.46	12.01	     	     	-0.66	II
16.20	14.67	13.48	11.97	11.25	10.56	 9.80	     	 0.51	-0.34	II
14.26	13.35	12.87	12.35	12.13	11.74	11.16	     	 0.18	-1.44	II
12.79	11.69	10.83	10.03	 9.64	 9.30	 8.69	     	 0.13	-1.32	II
15.66	14.76	14.29	13.76	13.40	     	     	     	 0.18	     	II
14.71	13.71	13.28	12.04	11.66	11.28	10.76	     	 0.36	-1.36	II
14.65	13.48	12.77	11.73	11.24	10.92	 9.84	     	 0.36	-0.72	II
14.84	     	     	12.26	11.73	11.26	10.57	     	     	-0.90	II
     	     	     	14.73	14.02	13.63	12.45	     	     	-0.30	II
15.56	14.72	14.15	13.18	12.67	12.24	11.60	     	 0.00	-1.03	II
13.79	12.63	11.85	10.60	10.07	 9.59	 8.98	     	 0.30	-0.98	II
15.58	14.25	13.39	12.62	12.17	11.69	10.95	     	 0.48	-0.91	II
14.42	13.48	13.11	12.51	12.03	     	     	     	 0.32	     	II
12.59	11.63	10.99	 9.95	 9.43	 9.06	 8.07	 5.59	 0.12	-0.72	II
17.04	15.08	13.77	12.29	11.69	11.33	10.77	     	 1.07	-1.13	II
     	     	     	13.86	13.08	12.54	12.06	     	     	-0.80	II
16.02	15.08	14.32	13.31	12.81	12.51	12.02	     	 0.00	-1.38	II
     	     	     	14.02	13.19	12.64	11.88	     	     	-0.43	II
15.32	14.55	14.04	13.33	12.89	12.27	11.42	     	 0.00	-0.61	II
     	     	14.27	12.43	11.72	11.31	10.67	     	     	-0.87	II
16.30	15.24	14.54	13.90	13.37	13.14	     	     	 0.21	     	II
     	15.09	13.34	11.85	11.26	10.38	 9.56	     	 2.02	-0.15	II
     	15.70	14.37	13.08	12.63	12.00	10.86	     	 1.41	-0.27	II
16.63	15.08	13.75	12.74	11.93	11.23	10.11	 5.86	 0.41	 0.16	II
15.96	14.08	12.86	11.06	10.48	 9.88	 8.85	 5.42	 1.04	-0.30	II
12.10	11.31	10.86	10.12	 9.84	 9.32	 8.19	 4.30	 0.01	-0.60	II
13.93	12.84	12.24	11.51	11.19	10.80	10.18	 7.40	 0.35	-1.30	II
15.30	14.62	14.18	13.48	13.18	     	     	     	 0.00	     	II
14.99	13.86	13.42	12.44	12.03	11.33	     	     	 0.55	     	II
     	15.47	14.38	13.23	12.75	12.38	11.13	     	 0.77	-0.48	II
     	15.10	13.61	12.24	11.52	10.84	 9.79	 6.23	 0.95	-0.03	II
     	     	14.86	12.80	11.89	11.23	10.63	 6.46	     	-0.37	II
14.17	13.00	12.51	11.73	11.43	11.07	10.29	 7.04	 0.57	-1.18	II
13.61	12.27	11.63	10.73	10.32	 9.85	 9.31	 6.31	 0.69	-1.18	II
14.24	13.04	12.46	11.65	11.23	10.66	 9.84	     	 0.54	-0.74	II
13.83	12.91	12.63	12.19	11.93	11.57	10.94	     	 0.33	-1.39	II
14.39	13.05	12.45	11.41	10.86	10.30	 9.27	 5.18	 0.74	-0.38	II
     	     	     	14.19	13.54	12.96	12.33	     	     	-0.70	II
15.16	13.39	12.40	11.28	10.69	10.07	 9.01	 5.28	 1.07	-0.24	II
15.30	13.86	13.23	12.69	12.31	12.04	11.29	     	 0.89	-1.26	II
13.81	13.01	12.65	11.90	11.52	11.04	10.01	 7.29	 0.12	-0.67	II
     	15.75	14.87	13.63	13.14	12.63	12.02	     	 0.24	-0.98	II
13.69	12.70	12.39	11.87	11.61	11.10	10.06	     	 0.41	-0.74	II
     	     	13.51	12.58	12.23	11.89	11.51	     	     	-1.59	II
13.01	12.12	11.62	11.10	10.77	10.28	 9.38	 6.11	 0.12	-0.84	II
14.69	13.94	13.50	13.00	12.77	12.42	11.58	     	 0.00	-1.20	II
15.84	14.10	13.28	12.46	12.10	11.66	10.98	     	 1.16	-1.13	II
16.65	14.78	13.85	13.00	12.65	12.34	11.96	     	 1.29	-1.64	II
12.51	11.10	10.02	 8.52	 7.85	 7.38	 6.70	 3.27	 0.43	-0.78	II
14.26	13.13	12.59	12.01	11.60	11.08	10.33	 8.03	 0.47	-0.90	II
16.26	15.28	14.55	14.01	13.84	13.44	     	     	 0.07	     	II
15.19	14.26	13.93	13.52	13.48	13.58	     	 8.25	 0.35	     	II*
11.58	11.36	11.20	10.80	10.57	10.48	10.06	 7.60	 0.00	-2.02	II*
     	     	13.46	10.16	 8.27	 6.91	     	 0.30	     	     	I*
     	     	     	14.36	12.99	11.97	10.97	     	     	 1.00	I
     	     	     	14.23	12.08	11.16	10.64	     	     	 1.10	I
     	14.87	13.00	10.74	 9.92	 9.10	 8.15	     	 1.58	 0.14	I
     	15.76	15.00	12.66	11.95	11.04	 9.91	     	 0.00	 0.35	I
     	     	12.94	11.36	 9.81	 8.67	 7.51	     	     	 1.52	I
     	     	     	13.00	11.94	11.06	10.26	     	     	 0.28	I
13.60	11.96	10.99	 9.62	 8.86	 8.09	 7.15	     	 0.88	 0.00	I
     	     	14.88	12.36	10.87	 9.92	 9.08	 3.49	     	 0.85	I
     	     	     	12.31	10.99	10.28	 9.81	     	     	-0.05	I
     	     	     	13.36	12.01	11.22	10.21	     	     	 0.68	I
     	     	     	11.40	10.09	 9.14	 8.24	     	     	 0.73	I
     	13.99	12.69	10.27	 9.22	 8.29	 7.39	 3.40	 0.00	 0.46	I
     	     	     	12.13	11.02	10.31	 9.79	     	     	-0.19	I
12.34	11.41	10.71	 9.01	 8.07	 7.25	 6.17	 2.83	 0.02	 0.40	I
     	     	     	14.45	12.39	11.40	10.68	 4.75	     	 1.34	I
     	     	     	11.20	 9.16	 7.83	 7.05	 2.49	     	 1.85	I
14.70	13.81	13.34	12.46	12.11	11.82	11.25	 8.06	 0.17	-1.45	II
15.56	14.73	14.40	14.06	13.53	12.93	11.65	 7.99	 0.18	-0.07	II
14.61	13.99	13.63	13.35	13.18	12.85	12.17	 9.71	 0.00	-1.46	II
